category,title,content
pricing,What is the price of Dustbins?,"The price of Dustbins depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Pipa la taka ni kiasi gani?,"Bei ya Pipa la taka inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Dustbins for bulk orders?,Bulk pricing on Dustbins may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Plastic containers available in stock?,"Yes, Plastic containers is available under the Household Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Plastic containers?,You can find Plastic containers listed under the Household Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Vyombo vya plastiki, mnayo?","Ndiyo, Vyombo vya plastiki (Plastic containers) inapatikana kwenye category ya Household Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Plastic containers?,"The price of Plastic containers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vyombo vya plastiki ni kiasi gani?,"Bei ya Vyombo vya plastiki inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Plastic containers for bulk orders?,Bulk pricing on Plastic containers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Food storage containers available in stock?,"Yes, Food storage containers is available under the Household Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Food storage containers?,You can find Food storage containers listed under the Household Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Vyombo vya kuhifadhia chakula, mnayo?","Ndiyo, Vyombo vya kuhifadhia chakula (Food storage containers) inapatikana kwenye category ya Household Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Food storage containers?,"The price of Food storage containers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vyombo vya kuhifadhia chakula ni kiasi gani?,"Bei ya Vyombo vya kuhifadhia chakula inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Food storage containers for bulk orders?,Bulk pricing on Food storage containers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Mosquito nets available in stock?,"Yes, Mosquito nets is available under the Household Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Mosquito nets?,You can find Mosquito nets listed under the Household Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Vyandarua, mnayo?","Ndiyo, Vyandarua (Mosquito nets) inapatikana kwenye category ya Household Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Mosquito nets?,"The price of Mosquito nets depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Vyandarua ni kiasi gani?,"Bei ya Vyandarua inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Mosquito nets for bulk orders?,Bulk pricing on Mosquito nets may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Insecticides available in stock?,"Yes, Insecticides is available under the Household Products category. Availability and exact stock levels may vary by seller."
products,Where can I find Insecticides?,You can find Insecticides listed under the Household Products category. Our agent can help you compare sellers and options.
products,"Nahitaji Dawa za kuua wadudu, mnayo?","Ndiyo, Dawa za kuua wadudu (Insecticides) inapatikana kwenye category ya Household Products. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Insecticides?,"The price of Insecticides depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Dawa za kuua wadudu ni kiasi gani?,"Bei ya Dawa za kuua wadudu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Insecticides for bulk orders?,Bulk pricing on Insecticides may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Smartphones available in stock?,"Yes, Smartphones is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Smartphones?,You can find Smartphones listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Simu janja, mnayo?","Ndiyo, Simu janja (Smartphones) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Smartphones?,"The price of Smartphones depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Simu janja ni kiasi gani?,"Bei ya Simu janja inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Smartphones for bulk orders?,Bulk pricing on Smartphones may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Feature phones available in stock?,"Yes, Feature phones is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Feature phones?,You can find Feature phones listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Simu za kawaida, mnayo?","Ndiyo, Simu za kawaida (Feature phones) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Feature phones?,"The price of Feature phones depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Simu za kawaida ni kiasi gani?,"Bei ya Simu za kawaida inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Feature phones for bulk orders?,Bulk pricing on Feature phones may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Phone chargers available in stock?,"Yes, Phone chargers is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Phone chargers?,You can find Phone chargers listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Chaja za simu, mnayo?","Ndiyo, Chaja za simu (Phone chargers) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Phone chargers?,"The price of Phone chargers depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Chaja za simu ni kiasi gani?,"Bei ya Chaja za simu inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Phone chargers for bulk orders?,Bulk pricing on Phone chargers may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is USB cables available in stock?,"Yes, USB cables is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find USB cables?,You can find USB cables listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Kebo za USB, mnayo?","Ndiyo, Kebo za USB (USB cables) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of USB cables?,"The price of USB cables depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Kebo za USB ni kiasi gani?,"Bei ya Kebo za USB inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on USB cables for bulk orders?,Bulk pricing on USB cables may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Power banks available in stock?,"Yes, Power banks is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
products,Where can I find Power banks?,You can find Power banks listed under the Phones and Electronics category. Our agent can help you compare sellers and options.
products,"Nahitaji Power bank, mnayo?","Ndiyo, Power bank (Power banks) inapatikana kwenye category ya Phones and Electronics. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Power banks?,"The price of Power banks depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Power bank ni kiasi gani?,"Bei ya Power bank inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Power banks for bulk orders?,Bulk pricing on Power banks may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Earphones available in stock?,"Yes, Earphones is available under the Phones and Electronics category. Availability and exact stock levels may vary by seller."
