customer,category,answers,language
Do you have HP laptop (Core i5) in stock right now?,"Computers, IT & Office","The price of HP laptop (Core i5) is TZS 1,245,500. It is currently in stock and can be delivered to Arusha within 2 days.",English
Is Khanga pair available in Mwanza?,Clothing & Textiles,"The current price for 1 pair of Khanga pair is TZS 25,000. Delivery within 2 days is possible.",English
Tafadhali nieleze bei ya Baiskeli ya kawaida pamoja na usafirishaji hadi Dodoma.,"Pikipiki, Baiskeli na Vipuri","Bei ya sasa ya 10 kipande za Baiskeli ya kawaida ni TZS 240,500. Usafirishaji ndani ya siku 4 unawezekana.",Kiswahili
How long will delivery of Plastic chair to Tabora take?,Furniture & Home,"The current price for 1 piece of Plastic chair is TZS 14,500. Delivery within 1 days is possible.",English
"Je, mnayo Rafu ya vitabu kwa sasa dukani?",Samani na Vifaa vya Nyumbani,"Kwa sasa tunauza Rafu ya vitabu kwa TZS 101,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
What's your best price for Samsung Galaxy A15?,Mobile Phones,"The current price for 10 piece of Samsung Galaxy A15 is TZS 353,500. Delivery within 7 days is possible.",English
"Je, mnayo Sukari kilo 50 kwa sasa dukani?",Vyakula na Vinywaji,"Asante kwa swali lako. Sukari kilo 50 ina bei ya TZS 157,500 na inapatikana kwa usafirishaji ndani ya siku 7.",Kiswahili
Please tell me the cost of Maasai shuka including delivery to Iringa.,Clothing & Textiles,"The current price for 1 piece of Maasai shuka is TZS 27,500. Delivery within 3 days is possible.",English
"Je, mnauza Mchele kilo 25? Kama ndiyo, bei yake ni ngapi?",Vyakula na Vinywaji,"Ndiyo, Mchele kilo 25 ipo dukani. Bei yake ni TZS 61,000 na usafirishaji hadi Tanga unachukua siku 4.",Kiswahili
"Je, mnayo Printa (inkjet) kwa sasa dukani?","Kompyuta, TEHAMA na Ofisi","Printa (inkjet) inauzwa TZS 269,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
How much does Bicycle bell cost?,"Motorcycles, Bicycles & Spare Parts","Yes, Bicycle bell is in stock. The price is TZS 5,000 and delivery to Tanga takes 2 days.",English
Tafadhali nieleze bei ya Zulia (saizi ya sebule) pamoja na usafirishaji hadi Mwanza.,Samani na Vifaa vya Nyumbani,"Ndiyo, Zulia (saizi ya sebule) ipo dukani. Bei yake ni TZS 80,500 na usafirishaji hadi Mwanza unachukua siku 2.",Kiswahili
I'm interested in Double bed frame. How much is it?,Furniture & Home,"Double bed frame costs TZS 383,000 per piece. We have it available and delivery takes about 2 days.",English
I'm interested in Scientific calculator. How much is it?,"Books, Education & Stationery","We currently sell Scientific calculator at TZS 26,500. It's in stock and ready for delivery within 7 days.",English
What is the price of Solar panel 100W?,Home Appliances & Electronics,"Yes, Solar panel 100W is in stock. The price is TZS 142,000 and delivery to Dodoma takes 4 days.",English
What is the price of Winter jacket?,Clothing & Textiles,"Our price for Winter jacket is TZS 51,500, and we can deliver it to Arusha within 2 days.",English
Bei ya 3 kipande za Televisheni ya LG inchi 43 ni ngapi?,Vifaa vya Nyumbani na Umeme,"Bei ya Televisheni ya LG inchi 43 ni TZS 513,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Tabora ndani ya siku 1.",Kiswahili
How long will delivery of Dining table (6-seater) to Songea take?,Furniture & Home,"The price of Dining table (6-seater) is TZS 502,000. It is currently in stock and can be delivered to Songea within 2 days.",English
"Je, mnauza Samsung Galaxy A15? Kama ndiyo, bei yake ni ngapi?",Simu za Mkononi,"Samsung Galaxy A15 inapatikana kwa bei ya TZS 456,000. Tafadhali fahamu usafirishaji hadi Zanzibar unachukua siku 1.",Kiswahili
What's your best price for Microwave oven?,Home Appliances & Electronics,"Our price for Microwave oven is TZS 158,500, and we can deliver it to Iringa within 3 days.",English
"Do you sell Thermometer (digital)? If so, at what price?",Health & Pharmacy,"Thank you for your inquiry. Thermometer (digital) is priced at TZS 24,000 and is available for delivery within 7 days.",English
Naomba mnithibitishie bei ya sasa ya Seti ya kufunika viti vya gari.,Magari na Vipuri,"Seti ya kufunika viti vya gari inapatikana kwa bei ya TZS 100,500. Tafadhali fahamu usafirishaji hadi Dar es Salaam unachukua siku 5.",Kiswahili
"Je, mnayo Barakoa (boksi la 50) kwa sasa dukani?",Afya na Dawa,"Bei ya sasa ya 10 boksi za Barakoa (boksi la 50) ni TZS 9,000. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Is Vodacom unlimited social bundle available in Morogoro?,Internet & Airtime Bundles,"Vodacom unlimited social bundle is available at TZS 4,000. Kindly note delivery to Morogoro takes 5 days.",English
What is the price of Hand hoe?,Agriculture & Livestock,"Thank you for your inquiry. Hand hoe is priced at TZS 12,500 and is available for delivery within 2 days.",English
"Je, mnayo Mafuta ya injini ya gari lita 4 kwa sasa dukani?",Magari na Vipuri,"Mafuta ya injini ya gari lita 4 inauzwa TZS 47,000 kwa lita. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
Tafadhali nieleze bei ya Jinzi pamoja na usafirishaji hadi Iringa.,Nguo na Mavazi,"Bei ya sasa ya 10 kipande za Jinzi ni TZS 45,000. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Is there a discount if I buy 3 piece of Bajaj Boxer motorcycle?,"Motorcycles, Bicycles & Spare Parts","Yes, Bajaj Boxer motorcycle is in stock. The price is TZS 3,227,000 and delivery to Mwanza takes 2 days.",English
"Je, mnayo Pikipiki ya Bajaj Boxer kwa sasa dukani?","Pikipiki, Baiskeli na Vipuri","Pikipiki ya Bajaj Boxer inauzwa TZS 3,592,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
How much does Electric iron cost?,Home Appliances & Electronics,"We currently sell Electric iron at TZS 47,000. It's in stock and ready for delivery within 2 days.",English
Is Power bank 10000mAh available in Tanga?,Mobile Phones,"The current price for 2 piece of Power bank 10000mAh is TZS 52,000. Delivery within 5 days is possible.",English
Is there a discount if I buy 1 litre of Car engine oil 4L?,Vehicles & Auto Parts,"The current price for 1 litre of Car engine oil 4L is TZS 48,500. Delivery within 4 days is possible.",English
I'm interested in Scientific calculator. How much is it?,"Books, Education & Stationery","Yes, Scientific calculator is in stock. The price is TZS 21,500 and delivery to Morogoro takes 1 days.",English
"I want to buy School uniform set, what is the price?",Clothing & Textiles,"School uniform set is available at TZS 35,000. Kindly note delivery to Arusha takes 1 days.",English
"Je, mnauza Mfuko wa Tigo GB 10 wa mwezi? Kama ndiyo, bei yake ni ngapi?",Mifuko ya Intaneti na Salio,"Bei ya sasa ya 1 mfuko za Mfuko wa Tigo GB 10 wa mwezi ni TZS 25,500. Usafirishaji ndani ya siku 5 unawezekana.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Kambaza.,Viatu na Mikoba,"Kwa sasa tunauza Kambaza kwa TZS 8,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
What is the price for 3 bag of Maize flour (unga wa dona) 25kg?,Food & Beverages,"Yes, Maize flour (unga wa dona) 25kg is in stock. The price is TZS 37,500 and delivery to Morogoro takes 1 days.",English
Usafirishaji wa Nyweleponda za kusuka hadi Dar es Salaam unachukua muda gani?,Vipodozi na Usafi wa Mwili,"Ndiyo, Nyweleponda za kusuka ipo dukani. Bei yake ni TZS 12,000 na usafirishaji hadi Dar es Salaam unachukua siku 7.",Kiswahili
Bei yenu nzuri zaidi ya Toyota Probox (mtumba) ni ngapi?,Magari na Vipuri,"Bei yetu ya Toyota Probox (mtumba) ni TZS 15,817,000, na tunaweza kuisafirisha hadi Mbeya ndani ya siku 7.",Kiswahili
Naweza kupata Power bank ya 10000mAh kikaletwa Shinyanga?,Simu za Mkononi,"Bei ya Power bank ya 10000mAh ni TZS 36,500. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Shinyanga ndani ya siku 3.",Kiswahili
Nina hamu ya kununua Fleshi ya USB GB 32. Bei yake ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Fleshi ya USB GB 32 inapatikana kwa bei ya TZS 14,000. Tafadhali fahamu usafirishaji hadi Songea unachukua siku 7.",Kiswahili
"Je, kuna punguzo nikinunua 3 mkebe za Mafuta ya shea?",Vipodozi na Usafi wa Mwili,"Asante kwa swali lako. Mafuta ya shea ina bei ya TZS 16,500 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
Bei yenu nzuri zaidi ya Mapazia (jozi) ni ngapi?,Samani na Vifaa vya Nyumbani,"Bei yetu ya Mapazia (jozi) ni TZS 53,500, na tunaweza kuisafirisha hadi Zanzibar ndani ya siku 2.",Kiswahili
Bei ya Kifaa cha kupima malaria ni ngapi?,Afya na Dawa,"Kifaa cha kupima malaria inauzwa TZS 4,000 kwa seti. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
Usafirishaji wa Waipa ya kioo cha mbele hadi Songea unachukua muda gani?,Magari na Vipuri,"Ndiyo, Waipa ya kioo cha mbele ipo dukani. Bei yake ni TZS 30,000 na usafirishaji hadi Songea unachukua siku 4.",Kiswahili
"I want to buy Perfume, what is the price?",Cosmetics & Personal Care,"The current price for 5 bottle of Perfume is TZS 52,500. Delivery within 5 days is possible.",English
"I want to buy Secondary school textbook, what is the price?","Books, Education & Stationery","Yes, Secondary school textbook is in stock. The price is TZS 16,500 and delivery to Moshi takes 7 days.",English
Can I get Primary school textbook delivered to Songea?,"Books, Education & Stationery","Our price for Primary school textbook is TZS 5,000, and we can deliver it to Songea within 4 days.",English
Can you confirm the current price of Wallet (leather)?,Shoes & Bags,"Thank you for your inquiry. Wallet (leather) is priced at TZS 25,500 and is available for delivery within 7 days.",English
Naomba mnithibitishie bei ya sasa ya Mfuko wa Halotel GB 1 wa siku.,Mifuko ya Intaneti na Salio,"Bei yetu ya Mfuko wa Halotel GB 1 wa siku ni TZS 1,000, na tunaweza kuisafirisha hadi Zanzibar ndani ya siku 5.",Kiswahili
I'm interested in Perfume. How much is it?,Cosmetics & Personal Care,"Perfume is available at TZS 20,000. Kindly note delivery to Mbeya takes 4 days.",English
"Je, Kiti cha ofisi inapatikana Arusha?","Kompyuta, TEHAMA na Ofisi","Ndiyo, Kiti cha ofisi ipo dukani. Bei yake ni TZS 136,000 na usafirishaji hadi Arusha unachukua siku 1.",Kiswahili
How much does Side mirror cost?,Vehicles & Auto Parts,"Side mirror costs TZS 58,500 per piece. We have it available and delivery takes about 2 days.",English
What's your best price for Curtains (per pair)?,Furniture & Home,"Yes, Curtains (per pair) is in stock. The price is TZS 36,500 and delivery to Zanzibar takes 1 days.",English
How long will delivery of Infinix Hot 40 to Tanga take?,Mobile Phones,"Infinix Hot 40 costs TZS 308,500 per piece. We have it available and delivery takes about 3 days.",English
"Je, mnayo Barakoa (boksi la 50) kwa sasa dukani?",Afya na Dawa,"Bei ya sasa ya 3 boksi za Barakoa (boksi la 50) ni TZS 13,500. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
Nikinunua 5 mfuko za Mfuko wa data MB 500 nitatozwa kiasi gani?,Mifuko ya Intaneti na Salio,"Bei yetu ya Mfuko wa data MB 500 ni TZS 1,500, na tunaweza kuisafirisha hadi Tabora ndani ya siku 7.",Kiswahili
Is Carpet (living room size) available in Morogoro?,Furniture & Home,"Yes, Carpet (living room size) is in stock. The price is TZS 63,500 and delivery to Morogoro takes 3 days.",English
How long will delivery of Plastic chair to Songea take?,Furniture & Home,"Plastic chair costs TZS 12,000 per piece. We have it available and delivery takes about 2 days.",English
"I want to buy Car tyre, what is the price?",Vehicles & Auto Parts,"We currently sell Car tyre at TZS 146,500. It's in stock and ready for delivery within 2 days.",English
Do you have School shoes in stock right now?,Shoes & Bags,"School shoes is available at TZS 20,500. Kindly note delivery to Dodoma takes 3 days.",English
Nikinunua 10 kipande za Kiti cha ofisi nitatozwa kiasi gani?,"Kompyuta, TEHAMA na Ofisi","Ndiyo, Kiti cha ofisi ipo dukani. Bei yake ni TZS 80,500 na usafirishaji hadi Kigoma unachukua siku 4.",Kiswahili
How much does T-shirt cost?,Clothing & Textiles,"The current price for 5 piece of T-shirt is TZS 11,500. Delivery within 5 days is possible.",English
Nina hamu ya kununua Betri ya pikipiki. Bei yake ni ngapi?,"Pikipiki, Baiskeli na Vipuri","Bei yetu ya Betri ya pikipiki ni TZS 62,000, na tunaweza kuisafirisha hadi Mwanza ndani ya siku 2.",Kiswahili
Bei ya 5 silinda za Silinda ya gesi ya kupikia kilo 15 ni ngapi?,Samani na Vifaa vya Nyumbani,"Silinda ya gesi ya kupikia kilo 15 inapatikana kwa bei ya TZS 73,500. Tafadhali fahamu usafirishaji hadi Arusha unachukua siku 4.",Kiswahili
Nikinunua 5 kipande za Jopo la sola 100W nitatozwa kiasi gani?,Vifaa vya Nyumbani na Umeme,"Jopo la sola 100W inauzwa TZS 179,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
Nina hamu ya kununua Sanduku la safari. Bei yake ni ngapi?,Viatu na Mikoba,"Kwa sasa tunauza Sanduku la safari kwa TZS 116,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
"I want to buy Microwave oven, what is the price?",Home Appliances & Electronics,"Thank you for your inquiry. Microwave oven is priced at TZS 258,500 and is available for delivery within 7 days.",English
Bei ya 10 jozi za Jozi ya leso ni ngapi?,Nguo na Mavazi,"Jozi ya leso inauzwa TZS 6,500 kwa jozi. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
Bei yenu nzuri zaidi ya Mchele kilo 25 ni ngapi?,Vyakula na Vinywaji,"Ndiyo, Mchele kilo 25 ipo dukani. Bei yake ni TZS 57,000 na usafirishaji hadi Moshi unachukua siku 4.",Kiswahili
Do you have SIM card registration in stock right now?,Internet & Airtime Bundles,"Thank you for your inquiry. SIM card registration is priced at TZS 2,000 and is available for delivery within 7 days.",English
"Do you sell Soap bar? If so, at what price?",Cosmetics & Personal Care,"We currently sell Soap bar at TZS 1,500. It's in stock and ready for delivery within 7 days.",English
Nikinunua 3 seti za Seti ya kufunika viti vya gari nitatozwa kiasi gani?,Magari na Vipuri,"Kwa sasa tunauza Seti ya kufunika viti vya gari kwa TZS 68,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 4.",Kiswahili
What's your best price for Vodacom unlimited social bundle?,Internet & Airtime Bundles,"Our price for Vodacom unlimited social bundle is TZS 4,500, and we can deliver it to Tanga within 5 days.",English
Naweza kupata Kiti cha ofisi kikaletwa Zanzibar?,"Kompyuta, TEHAMA na Ofisi","Ndiyo, Kiti cha ofisi ipo dukani. Bei yake ni TZS 115,500 na usafirishaji hadi Zanzibar unachukua siku 2.",Kiswahili
Is there a discount if I buy 5 unit of Toyota Noah (used)?,Vehicles & Auto Parts,"The current price for 5 unit of Toyota Noah (used) is TZS 127,597,500. Delivery within 3 days is possible.",English
Tafadhali nieleze bei ya Waipa ya kioo cha mbele pamoja na usafirishaji hadi Moshi.,Magari na Vipuri,"Waipa ya kioo cha mbele inauzwa TZS 18,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 5.",Kiswahili
Nina hamu ya kununua Kifuniko cha simu. Bei yake ni ngapi?,Simu za Mkononi,"Bei ya sasa ya 5 kipande za Kifuniko cha simu ni TZS 13,500. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Usafirishaji wa Kofia ya pikipiki hadi Arusha unachukua muda gani?,"Pikipiki, Baiskeli na Vipuri","Bei ya sasa ya 2 kipande za Kofia ya pikipiki ni TZS 32,500. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Bei ya 5 kipande za Kiondoa harufu mbaya gari ni ngapi?,Magari na Vipuri,"Ndiyo, Kiondoa harufu mbaya gari ipo dukani. Bei yake ni TZS 5,000 na usafirishaji hadi Dar es Salaam unachukua siku 4.",Kiswahili
Please tell me the cost of Leather handbag including delivery to Moshi.,Shoes & Bags,"Thank you for your inquiry. Leather handbag is priced at TZS 46,500 and is available for delivery within 3 days.",English
Nikinunua 3 kipande za Gauni la wanawake nitatozwa kiasi gani?,Nguo na Mavazi,"Bei ya sasa ya 3 kipande za Gauni la wanawake ni TZS 190,500. Usafirishaji ndani ya siku 2 unawezekana.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Begi la shule.,Viatu na Mikoba,"Begi la shule inauzwa TZS 35,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 4.",Kiswahili
Can you confirm the current price of Phone case?,Mobile Phones,"Thank you for your inquiry. Phone case is priced at TZS 6,500 and is available for delivery within 3 days.",English
Please tell me the cost of Vitamin C tablets including delivery to Morogoro.,Health & Pharmacy,"Yes, Vitamin C tablets is in stock. The price is TZS 11,500 and delivery to Morogoro takes 5 days.",English
Bei ya 2 mrija za Dawa ya kujikinga na jua ni ngapi?,Vipodozi na Usafi wa Mwili,"Asante kwa swali lako. Dawa ya kujikinga na jua ina bei ya TZS 15,000 na inapatikana kwa usafirishaji ndani ya siku 1.",Kiswahili
What is the price of Samsung Galaxy A15?,Mobile Phones,"Yes, Samsung Galaxy A15 is in stock. The price is TZS 350,000 and delivery to Dar es Salaam takes 1 days.",English
"Je, mnayo Friji ya Hisense lita 150 kwa sasa dukani?",Vifaa vya Nyumbani na Umeme,"Kwa sasa tunauza Friji ya Hisense lita 150 kwa TZS 604,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 2.",Kiswahili
Usafirishaji wa Kahawa (Arabica) kilo 1 hadi Mwanza unachukua muda gani?,Vyakula na Vinywaji,"Kahawa (Arabica) kilo 1 inauzwa TZS 18,000 kwa kilo. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
"Je, Seti ya vipodozi inapatikana Tanga?",Vipodozi na Usafi wa Mwili,"Seti ya vipodozi inapatikana kwa bei ya TZS 48,500. Tafadhali fahamu usafirishaji hadi Tanga unachukua siku 7.",Kiswahili
"Je, mnauza Mfuko wa Halotel GB 1 wa siku? Kama ndiyo, bei yake ni ngapi?",Mifuko ya Intaneti na Salio,Mfuko wa Halotel GB 1 wa siku inauzwa TZS 500 kwa mfuko. Tunayo bidhaa hii na usafirishaji unachukua siku 7.,Kiswahili
Mfuko wa Airtel GB 20 wa mwezi inauzwa bei gani?,Mifuko ya Intaneti na Salio,"Ndiyo, Mfuko wa Airtel GB 20 wa mwezi ipo dukani. Bei yake ni TZS 40,000 na usafirishaji hadi Dodoma unachukua siku 7.",Kiswahili
I'm interested in Internet router. How much is it?,"Computers, IT & Office","Thank you for your inquiry. Internet router is priced at TZS 65,000 and is available for delivery within 2 days.",English
