category,product_english,product_swahili,question,answer
Solar and Power,Rechargeable lamps,Taa zinazochajiwa,Bei ya Taa zinazochajiwa ni kiasi gani?,"Bei ya Taa zinazochajiwa inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Solar and Power,Rechargeable lamps,Taa zinazochajiwa,Can you recommend Rechargeable lamps?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Rechargeable lamps.
Solar and Power,Rechargeable lamps,Taa zinazochajiwa,Where can I find Rechargeable lamps?,You can find Rechargeable lamps under the Solar and Power category. The agent can help compare available options.
Baby Products,Diapers,Diapers,What is Diapers?,Diapers (Diapers) is available under the Baby Products category.
Baby Products,Diapers,Diapers,Do you have Diapers?,"Yes, Diapers (Diapers) can be searched in the Baby Products category."
Baby Products,Diapers,Diapers,Nahitaji Diapers.,"Ndiyo, Diapers (Diapers) ipo kwenye category ya Baby Products."
Baby Products,Diapers,Diapers,Bei ya Diapers ni kiasi gani?,"Bei ya Diapers inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Diapers,Diapers,Can you recommend Diapers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Diapers.
Baby Products,Diapers,Diapers,Where can I find Diapers?,You can find Diapers under the Baby Products category. The agent can help compare available options.
Baby Products,Baby formula,Maziwa ya watoto,What is Baby formula?,Baby formula (Maziwa ya watoto) is available under the Baby Products category.
Baby Products,Baby formula,Maziwa ya watoto,Do you have Baby formula?,"Yes, Baby formula (Maziwa ya watoto) can be searched in the Baby Products category."
Baby Products,Baby formula,Maziwa ya watoto,Nahitaji Maziwa ya watoto.,"Ndiyo, Maziwa ya watoto (Baby formula) ipo kwenye category ya Baby Products."
Baby Products,Baby formula,Maziwa ya watoto,Bei ya Maziwa ya watoto ni kiasi gani?,"Bei ya Maziwa ya watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby formula,Maziwa ya watoto,Can you recommend Baby formula?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby formula.
Baby Products,Baby formula,Maziwa ya watoto,Where can I find Baby formula?,You can find Baby formula under the Baby Products category. The agent can help compare available options.
Baby Products,Baby clothes,Nguo za watoto,What is Baby clothes?,Baby clothes (Nguo za watoto) is available under the Baby Products category.
Baby Products,Baby clothes,Nguo za watoto,Do you have Baby clothes?,"Yes, Baby clothes (Nguo za watoto) can be searched in the Baby Products category."
Baby Products,Baby clothes,Nguo za watoto,Nahitaji Nguo za watoto.,"Ndiyo, Nguo za watoto (Baby clothes) ipo kwenye category ya Baby Products."
Baby Products,Baby clothes,Nguo za watoto,Bei ya Nguo za watoto ni kiasi gani?,"Bei ya Nguo za watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby clothes,Nguo za watoto,Can you recommend Baby clothes?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby clothes.
Baby Products,Baby clothes,Nguo za watoto,Where can I find Baby clothes?,You can find Baby clothes under the Baby Products category. The agent can help compare available options.
Baby Products,Baby soap,Sabuni ya watoto,What is Baby soap?,Baby soap (Sabuni ya watoto) is available under the Baby Products category.
Baby Products,Baby soap,Sabuni ya watoto,Do you have Baby soap?,"Yes, Baby soap (Sabuni ya watoto) can be searched in the Baby Products category."
Baby Products,Baby soap,Sabuni ya watoto,Nahitaji Sabuni ya watoto.,"Ndiyo, Sabuni ya watoto (Baby soap) ipo kwenye category ya Baby Products."
Baby Products,Baby soap,Sabuni ya watoto,Bei ya Sabuni ya watoto ni kiasi gani?,"Bei ya Sabuni ya watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby soap,Sabuni ya watoto,Can you recommend Baby soap?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby soap.
Baby Products,Baby soap,Sabuni ya watoto,Where can I find Baby soap?,You can find Baby soap under the Baby Products category. The agent can help compare available options.
Baby Products,Baby lotion,Lotion ya watoto,What is Baby lotion?,Baby lotion (Lotion ya watoto) is available under the Baby Products category.
Baby Products,Baby lotion,Lotion ya watoto,Do you have Baby lotion?,"Yes, Baby lotion (Lotion ya watoto) can be searched in the Baby Products category."
Baby Products,Baby lotion,Lotion ya watoto,Nahitaji Lotion ya watoto.,"Ndiyo, Lotion ya watoto (Baby lotion) ipo kwenye category ya Baby Products."
Baby Products,Baby lotion,Lotion ya watoto,Bei ya Lotion ya watoto ni kiasi gani?,"Bei ya Lotion ya watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby lotion,Lotion ya watoto,Can you recommend Baby lotion?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby lotion.
Baby Products,Baby lotion,Lotion ya watoto,Where can I find Baby lotion?,You can find Baby lotion under the Baby Products category. The agent can help compare available options.
Baby Products,Baby wipes,Baby wipes,What is Baby wipes?,Baby wipes (Baby wipes) is available under the Baby Products category.
Baby Products,Baby wipes,Baby wipes,Do you have Baby wipes?,"Yes, Baby wipes (Baby wipes) can be searched in the Baby Products category."
Baby Products,Baby wipes,Baby wipes,Nahitaji Baby wipes.,"Ndiyo, Baby wipes (Baby wipes) ipo kwenye category ya Baby Products."
Baby Products,Baby wipes,Baby wipes,Bei ya Baby wipes ni kiasi gani?,"Bei ya Baby wipes inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby wipes,Baby wipes,Can you recommend Baby wipes?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby wipes.
Baby Products,Baby wipes,Baby wipes,Where can I find Baby wipes?,You can find Baby wipes under the Baby Products category. The agent can help compare available options.
Baby Products,Baby bottles,Chupa za watoto,What is Baby bottles?,Baby bottles (Chupa za watoto) is available under the Baby Products category.
Baby Products,Baby bottles,Chupa za watoto,Do you have Baby bottles?,"Yes, Baby bottles (Chupa za watoto) can be searched in the Baby Products category."
Baby Products,Baby bottles,Chupa za watoto,Nahitaji Chupa za watoto.,"Ndiyo, Chupa za watoto (Baby bottles) ipo kwenye category ya Baby Products."
Baby Products,Baby bottles,Chupa za watoto,Bei ya Chupa za watoto ni kiasi gani?,"Bei ya Chupa za watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby bottles,Chupa za watoto,Can you recommend Baby bottles?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby bottles.
Baby Products,Baby bottles,Chupa za watoto,Where can I find Baby bottles?,You can find Baby bottles under the Baby Products category. The agent can help compare available options.
Baby Products,Baby food,Chakula cha watoto,What is Baby food?,Baby food (Chakula cha watoto) is available under the Baby Products category.
Baby Products,Baby food,Chakula cha watoto,Do you have Baby food?,"Yes, Baby food (Chakula cha watoto) can be searched in the Baby Products category."
Baby Products,Baby food,Chakula cha watoto,Nahitaji Chakula cha watoto.,"Ndiyo, Chakula cha watoto (Baby food) ipo kwenye category ya Baby Products."
Baby Products,Baby food,Chakula cha watoto,Bei ya Chakula cha watoto ni kiasi gani?,"Bei ya Chakula cha watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby food,Chakula cha watoto,Can you recommend Baby food?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby food.
Baby Products,Baby food,Chakula cha watoto,Where can I find Baby food?,You can find Baby food under the Baby Products category. The agent can help compare available options.
Baby Products,Baby shoes,Viatu vya watoto,What is Baby shoes?,Baby shoes (Viatu vya watoto) is available under the Baby Products category.
Baby Products,Baby shoes,Viatu vya watoto,Do you have Baby shoes?,"Yes, Baby shoes (Viatu vya watoto) can be searched in the Baby Products category."
Baby Products,Baby shoes,Viatu vya watoto,Nahitaji Viatu vya watoto.,"Ndiyo, Viatu vya watoto (Baby shoes) ipo kwenye category ya Baby Products."
Baby Products,Baby shoes,Viatu vya watoto,Bei ya Viatu vya watoto ni kiasi gani?,"Bei ya Viatu vya watoto inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Baby shoes,Viatu vya watoto,Can you recommend Baby shoes?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Baby shoes.
Baby Products,Baby shoes,Viatu vya watoto,Where can I find Baby shoes?,You can find Baby shoes under the Baby Products category. The agent can help compare available options.
Baby Products,Mosquito nets,Vyandarua,What is Mosquito nets?,Mosquito nets (Vyandarua) is available under the Baby Products category.
Baby Products,Mosquito nets,Vyandarua,Do you have Mosquito nets?,"Yes, Mosquito nets (Vyandarua) can be searched in the Baby Products category."
Baby Products,Mosquito nets,Vyandarua,Nahitaji Vyandarua.,"Ndiyo, Vyandarua (Mosquito nets) ipo kwenye category ya Baby Products."
Baby Products,Mosquito nets,Vyandarua,Bei ya Vyandarua ni kiasi gani?,"Bei ya Vyandarua inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Baby Products,Mosquito nets,Vyandarua,Can you recommend Mosquito nets?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Mosquito nets.
Baby Products,Mosquito nets,Vyandarua,Where can I find Mosquito nets?,You can find Mosquito nets under the Baby Products category. The agent can help compare available options.
Stationery and Education,Books,Vitabu,What is Books?,Books (Vitabu) is available under the Stationery and Education category.
Stationery and Education,Books,Vitabu,Do you have Books?,"Yes, Books (Vitabu) can be searched in the Stationery and Education category."
Stationery and Education,Books,Vitabu,Nahitaji Vitabu.,"Ndiyo, Vitabu (Books) ipo kwenye category ya Stationery and Education."
Stationery and Education,Books,Vitabu,Bei ya Vitabu ni kiasi gani?,"Bei ya Vitabu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Books,Vitabu,Can you recommend Books?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Books.
Stationery and Education,Books,Vitabu,Where can I find Books?,You can find Books under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Exercise books,Daftari,What is Exercise books?,Exercise books (Daftari) is available under the Stationery and Education category.
Stationery and Education,Exercise books,Daftari,Do you have Exercise books?,"Yes, Exercise books (Daftari) can be searched in the Stationery and Education category."
Stationery and Education,Exercise books,Daftari,Nahitaji Daftari.,"Ndiyo, Daftari (Exercise books) ipo kwenye category ya Stationery and Education."
Stationery and Education,Exercise books,Daftari,Bei ya Daftari ni kiasi gani?,"Bei ya Daftari inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Exercise books,Daftari,Can you recommend Exercise books?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Exercise books.
Stationery and Education,Exercise books,Daftari,Where can I find Exercise books?,You can find Exercise books under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Pens,Kalamu,What is Pens?,Pens (Kalamu) is available under the Stationery and Education category.
Stationery and Education,Pens,Kalamu,Do you have Pens?,"Yes, Pens (Kalamu) can be searched in the Stationery and Education category."
Stationery and Education,Pens,Kalamu,Nahitaji Kalamu.,"Ndiyo, Kalamu (Pens) ipo kwenye category ya Stationery and Education."
Stationery and Education,Pens,Kalamu,Bei ya Kalamu ni kiasi gani?,"Bei ya Kalamu inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Pens,Kalamu,Can you recommend Pens?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Pens.
Stationery and Education,Pens,Kalamu,Where can I find Pens?,You can find Pens under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Pencils,Penseli,What is Pencils?,Pencils (Penseli) is available under the Stationery and Education category.
Stationery and Education,Pencils,Penseli,Do you have Pencils?,"Yes, Pencils (Penseli) can be searched in the Stationery and Education category."
Stationery and Education,Pencils,Penseli,Nahitaji Penseli.,"Ndiyo, Penseli (Pencils) ipo kwenye category ya Stationery and Education."
Stationery and Education,Pencils,Penseli,Bei ya Penseli ni kiasi gani?,"Bei ya Penseli inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Pencils,Penseli,Can you recommend Pencils?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Pencils.
Stationery and Education,Pencils,Penseli,Where can I find Pencils?,You can find Pencils under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Markers,Marker,What is Markers?,Markers (Marker) is available under the Stationery and Education category.
Stationery and Education,Markers,Marker,Do you have Markers?,"Yes, Markers (Marker) can be searched in the Stationery and Education category."
Stationery and Education,Markers,Marker,Nahitaji Marker.,"Ndiyo, Marker (Markers) ipo kwenye category ya Stationery and Education."
Stationery and Education,Markers,Marker,Bei ya Marker ni kiasi gani?,"Bei ya Marker inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Markers,Marker,Can you recommend Markers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Markers.
Stationery and Education,Markers,Marker,Where can I find Markers?,You can find Markers under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Rulers,Rula,What is Rulers?,Rulers (Rula) is available under the Stationery and Education category.
Stationery and Education,Rulers,Rula,Do you have Rulers?,"Yes, Rulers (Rula) can be searched in the Stationery and Education category."
Stationery and Education,Rulers,Rula,Nahitaji Rula.,"Ndiyo, Rula (Rulers) ipo kwenye category ya Stationery and Education."
Stationery and Education,Rulers,Rula,Bei ya Rula ni kiasi gani?,"Bei ya Rula inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Rulers,Rula,Can you recommend Rulers?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Rulers.
Stationery and Education,Rulers,Rula,Where can I find Rulers?,You can find Rulers under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Calculators,Calculator,What is Calculators?,Calculators (Calculator) is available under the Stationery and Education category.
Stationery and Education,Calculators,Calculator,Do you have Calculators?,"Yes, Calculators (Calculator) can be searched in the Stationery and Education category."
Stationery and Education,Calculators,Calculator,Nahitaji Calculator.,"Ndiyo, Calculator (Calculators) ipo kwenye category ya Stationery and Education."
Stationery and Education,Calculators,Calculator,Bei ya Calculator ni kiasi gani?,"Bei ya Calculator inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Calculators,Calculator,Can you recommend Calculators?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Calculators.
Stationery and Education,Calculators,Calculator,Where can I find Calculators?,You can find Calculators under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,School bags,Begi la shule,What is School bags?,School bags (Begi la shule) is available under the Stationery and Education category.
Stationery and Education,School bags,Begi la shule,Do you have School bags?,"Yes, School bags (Begi la shule) can be searched in the Stationery and Education category."
Stationery and Education,School bags,Begi la shule,Nahitaji Begi la shule.,"Ndiyo, Begi la shule (School bags) ipo kwenye category ya Stationery and Education."
Stationery and Education,School bags,Begi la shule,Bei ya Begi la shule ni kiasi gani?,"Bei ya Begi la shule inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,School bags,Begi la shule,Can you recommend School bags?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable School bags.
Stationery and Education,School bags,Begi la shule,Where can I find School bags?,You can find School bags under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Printing paper,Karatasi za kuchapishia,What is Printing paper?,Printing paper (Karatasi za kuchapishia) is available under the Stationery and Education category.
Stationery and Education,Printing paper,Karatasi za kuchapishia,Do you have Printing paper?,"Yes, Printing paper (Karatasi za kuchapishia) can be searched in the Stationery and Education category."
Stationery and Education,Printing paper,Karatasi za kuchapishia,Nahitaji Karatasi za kuchapishia.,"Ndiyo, Karatasi za kuchapishia (Printing paper) ipo kwenye category ya Stationery and Education."
Stationery and Education,Printing paper,Karatasi za kuchapishia,Bei ya Karatasi za kuchapishia ni kiasi gani?,"Bei ya Karatasi za kuchapishia inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Printing paper,Karatasi za kuchapishia,Can you recommend Printing paper?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Printing paper.
Stationery and Education,Printing paper,Karatasi za kuchapishia,Where can I find Printing paper?,You can find Printing paper under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,USB flash drives,Flash,What is USB flash drives?,USB flash drives (Flash) is available under the Stationery and Education category.
Stationery and Education,USB flash drives,Flash,Do you have USB flash drives?,"Yes, USB flash drives (Flash) can be searched in the Stationery and Education category."
Stationery and Education,USB flash drives,Flash,Nahitaji Flash.,"Ndiyo, Flash (USB flash drives) ipo kwenye category ya Stationery and Education."
Stationery and Education,USB flash drives,Flash,Bei ya Flash ni kiasi gani?,"Bei ya Flash inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,USB flash drives,Flash,Can you recommend USB flash drives?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable USB flash drives.
Stationery and Education,USB flash drives,Flash,Where can I find USB flash drives?,You can find USB flash drives under the Stationery and Education category. The agent can help compare available options.
Stationery and Education,Scientific calculators,Scientific calculator,What is Scientific calculators?,Scientific calculators (Scientific calculator) is available under the Stationery and Education category.
Stationery and Education,Scientific calculators,Scientific calculator,Do you have Scientific calculators?,"Yes, Scientific calculators (Scientific calculator) can be searched in the Stationery and Education category."
Stationery and Education,Scientific calculators,Scientific calculator,Nahitaji Scientific calculator.,"Ndiyo, Scientific calculator (Scientific calculators) ipo kwenye category ya Stationery and Education."
Stationery and Education,Scientific calculators,Scientific calculator,Bei ya Scientific calculator ni kiasi gani?,"Bei ya Scientific calculator inategemea brand, size, quantity, and seller. Please specify the preferred brand or size."
Stationery and Education,Scientific calculators,Scientific calculator,Can you recommend Scientific calculators?,Yes. Please tell me your budget and preferred brand or size so I can recommend a suitable Scientific calculators.
Stationery and Education,Scientific calculators,Scientific calculator,Where can I find Scientific calculators?,You can find Scientific calculators under the Stationery and Education category. The agent can help compare available options.
